datedd|OPERATOR_NAME|COUNTRY_NAME|numuser|active_user|trafficmb|session|duration_s|s5s8_create_session_success_rate|s6a_loc_update_success_rate|dl_retransmitted_packet_rate|ul_retransmitted_packet_rate|internal_Latency|external_latency
2024-12-13|Vivo S.A.|Brazil|91|4|1913.6749258041384|4904|67922.13100000002|45.11070110701107|100.0||||
2024-12-13|Orange(LIECHTENSTEIN)--Liechtenstein (Principality of)|Liechtenstein (Principality of)|10|2|2382.38955116272|3688|30879.822|1.8161805173362684|100.0||||
2024-12-13|Saudi Telecom Company--Saudi Arabia|Saudi Arabia|38496|20303|78386814.33204746|26823128|1273238569.7040012|87.83348608145671|99.67116551847774||||
2024-12-13|Orange (MobileCom)--Jordan|Jordan|255|63|221904.204454422|64290|2820264.589|11.454336616241845|100.0||||
2024-12-13|Polkomtel--Poland|Poland|476|12|21093.977257728577|21330|270707.4719999999|51.11809923130678|100.0||||
2024-12-13|Airtel (Kolkata)--India(404)|India (404)|150|21|23728.29677867889|4983|540996.343|79.73790322580645|100.0||||
2024-12-13|Telenor (Sonofon)--Denmark|Denmark|67|17|7784.866156578064|2308|159199.63|77.99862919808088|100.0||||
2024-12-13|TIM (Telecom Italia)--Italy|Italy|486|117|223442.5838069916|27160|3072273.2270000014|90.21802045147598|100.0||||
2024-12-13|China Telecom--China|China|389|310|1235025.1230421066|332141|15051835.274999997||100.0||||
2024-12-13|Vodafone(PORTUGAL)--Portugal|Portugal|297|19|34831.47137451172|19468|457124.506|68.79280821917808|100.0||||
2024-12-13|Oman Mobile - GTO (Omantel)--Oman|Oman|1353|343|1377840.8030452728|740873|19755641.97599999|79.26597455768388|100.0||||
2024-12-13|Telenor (Vodafone,Europolitn)--Sweden|Sweden|247|34|83116.26637077332|144256|1026215.2549999998|1.1527735701024602|99.78149240686112||||
2024-12-13|SingTel--Singapore|Singapore|36310|15338|49386427.644836426|4556468|510509913.8010007|91.0061084625268|99.99286996765558||||
2024-12-13|Taiwan Mobile (ex TCC)--Taiwan|Taiwan (China)|18362|1260|6577675.238070488|2744409|65699418.96399995|95.66615382141192|100.0||||
2024-12-13|DiGi Telecommunication--Malaysia|Malaysia|48380|12297|39733045.70903587|11470337|448045008.5330001|87.57459456878891|99.80055035303654||||
2024-12-13|Tele2(ESTONIA)--Estonia|Estonia|43|6|9109.470081329346|2297|128483.56799999998|96.78638941398866|||||
2024-12-13|TeliaSonera Mobile--Sweden|Sweden|347|34|55252.53964042664|6591|536558.408|48.88385635716597|100.0||||
2024-12-13|Telenor--Pakistan|Pakistan|920|77|206458.8178949356|84590|5214835.654000007|94.5180132786707|100.0||||
2024-12-13|Maxis--Malaysia|Malaysia|87471|17946|67912775.39005089|33217654|773258946.433|85.31439607035675|99.9456662477778||||
2024-12-13|DST--Brunei|Brunei|3149|338|1843211.384885788|247161|18547977.18300001|55.07039684250675|100.0||||
2024-12-13|AIS--Thailand|Thailand|43437|4048|18671470.17315483|5053471|186131408.702|79.55872991227389|99.95284131101155||||
2024-12-13|Vodafone(UK)--United Kingdom|United Kingdom(234)|3012|588|1078042.1355667114|361981|14254434.676999994|83.39737219829966|97.82766111513396||||
2024-12-13|Airtel (Tamil Nadu)--India(404)|India (404)|459|37|82197.51420879364|9046|1143142.9099999997|70.49466537342386|100.0||||
2024-12-13|KDDI--Japan|Japan(440)|1192|279|443980.1167087555|19491|5589678.153000005||100.0||||
2024-12-13|Celtel (T) Ltd--Tanzania|Tanzania|117|10|32312.23010158539|10018|307680.199|77.53657385559227|100.0||||
2024-12-13|Airtel (Madhya Pradesh)--India(404)|India (404)|102|5|1451.5484647750854|2205|28933.932|78.21862348178138|100.0||||
